Companies;Date;Revenue;Net Income;Assets;non-current assets;Liabilities;Equity;Shares outstanding;Debt-to-Equity;Current Ratio;Earnings per Share;Return On Capital Employed;Net Margin Profit;Inventory Turnover Ratio
BRPT;01/04/2020;5825;116;24950;77688;60825;41813;93;2.12;1.88;-0.99;1.03;1.99;3.00
BRPT;01/07/2020;9031;783;24890;83562;64069;44384;93;2.11;1.84;3.16;2.18;8.67;4.90
BRPT;01/10/2020;7602;918;28594;78314;65792;41116;93;2.16;1.87;4.50;2.16;12.08;6.08
BRPT;01/01/2021;10585;1695;28850;82619;66031;45438;93;2.04;2.14;7.09;3.22;16.01;1.67
BRPT;01/04/2021;12039;1764;29766;81696;66020;45442;94;2.06;2.25;7.75;3.06;14.65;3.22
BRPT;01/07/2021;10507;430;45970;80551;65904;60617;94;1.62;3.54;0.55;1.31;4.09;4.40
BRPT;01/10/2021;11926;337;50893;81058;70957;60994;94;1.76;3.15;1.25;1.27;2.83;6.02
BRPT;01/01/2022;11679;436;51253;82478;71453;62278;94;1.98;4.91;1.43;1.05;3.73;1.67
BRPT;01/04/2022;12397;11;44849;92264;72050;65063;94;1.92;4.98;-0.03;0.52;0.09;3.20
BRPT;01/07/2022;12132;149;43736;98852;74879;67709;94;1.89;4.41;0.43;0.87;1.23;4.89
BRPT;01/10/2022;9968;94;44876;99323;86167;58032;94;2.52;3.70;-1.54;0.87;0.94;6.97
BRPT;01/01/2023;9746;826;41977;99290;83914;57353;94;2.66;4.82;3.72;1.16;8.48;1.34
BRPT;01/04/2023;10867;399;40851;100367;83887;57331;94;2.70;5.01;1.14;0.98;3.67;2.97
BRPT;01/07/2023;12101;274;43637;103078;88041;58674;94;2.69;4.46;1.06;0.96;2.26;5.21
BRPT;01/10/2023;9903;42;55964;100737;93217;63484;94;2.54;3.19;-1.62;0.91;0.42;5.91
CPIN;01/01/2008;2882;71;3218;1709;3777;1150;3;2.20;1.29;21.83;11.40;2.46;0.00
CPIN;01/04/2008;3223;139;3595;1700;4005;1290;3;1.99;1.44;42.90;9.66;4.31;3.20
CPIN;01/07/2008;3872;192;3708;1878;4103;1483;3;1.78;1.41;58.84;13.18;4.96;4.36
CPIN;01/10/2008;3334;147;3110;2069;3844;1334;3;2.07;1.31;-45.29;6.58;4.41;6.75
CPIN;01/01/2009;3118;144;3241;2096;3856;1480;3;1.78;1.38;44.48;12.83;4.62;1.91
CPIN;01/04/2009;3604;488;3472;2113;3620;1965;3;1.08;1.58;148.21;15.46;13.54;3.82
CPIN;01/07/2009;3974;462;3165;2134;2868;2431;3;0.67;2.18;141.68;16.45;11.63;5.53
CPIN;01/10/2009;3862;519;3281;2068;2398;2952;3;0.30;1.82;158.67;16.22;13.44;7.58
CPIN;01/01/2010;3458;448;3114;2115;1832;3397;3;0.21;2.55;136.34;14.50;12.95;1.94
CPIN;01/04/2010;3496;494;3445;2161;2356;3250;3;0.23;2.00;151.05;16.14;14.13;4.32
CPIN;01/07/2010;3903;696;3472;2219;1744;3946;3;0.14;2.75;212.88;21.02;17.83;6.48
CPIN;01/10/2010;4221;573;4275;2244;2036;4482;16;0.10;2.93;35.17;14.85;13.57;7.96
CPIN;01/01/2011;4380;656;4615;2468;1945;5138;16;0.08;3.28;39.84;15.12;14.97;2.10
CPIN;01/04/2011;4402;601;4938;2822;2677;5083;16;0.13;2.08;36.53;13.06;13.65;3.51
CPIN;01/07/2011;4717;681;4759;3116;2110;5765;16;0.12;2.66;41.36;15.03;14.44;4.76
CPIN;01/10/2011;4459;425;5250;3598;2659;6189;16;0.17;3.33;25.92;9.18;9.53;6.25
CPIN;01/01/2012;4894;786;5714;3881;2619;6976;16;0.14;3.69;47.80;13.52;16.06;1.73
CPIN;01/04/2012;5346;905;6328;4177;3318;7187;16;0.19;3.22;55.24;14.12;16.93;3.53
CPIN;01/07/2012;5671;775;7191;4557;3786;7962;16;0.18;3.02;47.31;11.25;13.67;4.11
CPIN;01/10/2012;5400;215;7181;5168;4172;8176;16;0.28;3.31;13.33;2.51;3.98;4.94
CPIN;01/01/2013;5646;718;7170;5636;3912;8894;16;0.27;4.54;43.77;8.66;12.72;1.38
CPIN;01/04/2013;6339;812;7692;6085;4825;8952;16;0.27;3.06;49.58;9.64;12.81;2.96
CPIN;01/07/2013;6700;677;7938;6285;4594;9629;16;0.28;3.81;41.35;10.12;10.10;4.11
CPIN;01/10/2013;6979;322;8825;6897;5771;9951;16;0.32;3.79;19.64;3.00;4.61;5.21
CPIN;01/01/2014;6720;661;8510;7316;5215;10612;16;0.30;4.52;40.34;6.70;9.84;1.49
CPIN;01/04/2014;7706;590;9677;8571;7801;10447;16;0.43;2.62;35.97;5.94;7.66;3.11
CPIN;01/07/2014;7358;462;9790;9434;8315;10909;16;0.52;2.89;28.13;3.55;6.28;4.27
CPIN;01/10/2014;7367;34;10010;10853;9919;10943;16;0.63;2.24;2.08;0.40;0.46;5.74
CPIN;01/01/2015;7533;431;10753;11794;11111;11436;16;0.74;3.00;26.25;3.58;5.72;1.41
CPIN;01/04/2015;7721;528;11614;12146;12091;11669;16;0.76;2.66;32.25;4.08;6.84;2.75
CPIN;01/07/2015;7262;290;10752;12395;11187;11959;16;0.75;2.63;17.74;2.63;3.99;4.15
CPIN;01/10/2015;7592;583;12013;12672;12123;12561;16;0.67;2.11;35.78;8.24;7.68;5.13
CPIN;01/01/2016;9244;765;11426;12788;10888;13326;16;0.58;2.46;46.50;4.90;8.28;1.45
CPIN;01/04/2016;9835;974;12600;12943;11712;13831;16;0.58;2.39;59.12;6.85;9.90;2.91
CPIN;01/07/2016;9274;765;12466;12758;10619;14605;16;0.52;2.17;46.53;5.37;8.25;4.01
CPIN;01/10/2016;9904;278;12059;12146;10048;14157;16;0.48;2.17;-16.73;5.46;2.81;5.62
CPIN;01/01/2017;12014;625;12356;12346;9919;14783;16;0.42;2.29;38.16;4.47;5.20;2.00
CPIN;01/04/2017;12923;898;13428;12235;10898;14765;16;0.46;2.14;54.76;6.45;6.95;3.93
CPIN;01/07/2017;12543;411;12098;12297;9218;15177;16;0.41;2.42;25.06;3.60;3.27;5.99
CPIN;01/10/2017;11888;562;11721;12802;8820;15703;16;0.38;2.32;34.34;4.74;4.73;7.74
CPIN;01/01/2018;11855;995;12916;12809;9027;16698;16;0.35;2.38;60.73;7.02;8.39;1.79
CPIN;01/04/2018;13758;1435;13418;13047;9255;17211;16;0.33;2.48;87.63;9.92;10.43;3.83
CPIN;01/07/2018;13772;1039;13245;13430;8436;18239;16;0.26;2.84;63.38;6.97;7.54;5.64
CPIN;01/10/2018;14573;1082;14098;13547;8254;19391;16;0.24;2.98;66.01;6.85;7.42;7.43
CPIN;01/01/2019;14455;812;14378;14200;8374;20203;16;0.22;2.98;49.49;4.48;5.61;2.03
CPIN;01/04/2019;15118;916;13729;14902;9443;19188;16;0.27;2.34;55.84;5.32;6.06;3.95
CPIN;01/07/2019;14326;837;13356;15498;8827;20027;16;0.28;2.49;51.08;4.96;5.84;5.86
CPIN;01/10/2019;14735;1066;13298;16055;8281;21072;16;0.24;2.56;65.24;6.31;7.23;8.37
CPIN;01/01/2020;13890;921;14378;16373;8759;21992;16;0.26;2.28;56.24;5.21;6.63;2.26
CPIN;01/04/2020;13712;730;15213;16791;9275;22730;16;0.26;2.52;44.56;3.88;5.32;4.70
CPIN;01/07/2020;2791;601;14152;17088;9206;22033;16;0.27;2.66;36.67;3.24;21.53;4.58
CPIN;01/10/2020;12127;1594;13532;17627;7810;23350;16;0.18;2.53;96.83;7.94;13.14;6.06
CPIN;01/01/2021;12405;1455;14925;17914;8034;24805;16;0.17;2.68;88.71;7.15;11.73;1.64
CPIN;01/04/2021;13064;1378;16478;18196;8504;26170;16;0.16;2.75;84.05;6.52;10.55;3.15
CPIN;01/07/2021;12124;158;15586;19143;10559;24169;16;0.23;1.95;-9.57;-0.89;1.30;4.56
CPIN;01/10/2021;14105;944;15715;19731;10296;25150;16;0.24;2.01;57.63;5.36;6.69;5.81
CPIN;01/01/2022;14295;1191;16239;20149;10047;26341;16;0.22;2.15;72.65;5.47;8.33;1.58
CPIN;01/04/2022;14342;1227;18681;20411;13298;25793;16;0.33;1.80;74.75;5.65;8.56;2.71
CPIN;01/07/2022;14801;770;18738;20854;13031;26561;16;0.34;2.14;46.88;3.39;5.20;3.68
CPIN;01/10/2022;13429;258;18031;21816;13520;26327;16;0.35;1.78;-15.70;-0.64;1.92;5.20
CPIN;01/01/2023;14564;241;19083;22265;14781;26568;16;0.37;1.67;14.70;1.42;1.65;1.37
CPIN;01/04/2023;16328;1137;20697;22209;15191;27715;16;0.37;1.78;69.39;5.45;6.96;2.48
CPIN;01/07/2023;16237;1297;19670;22269;12922;29017;16;0.31;1.97;79.08;5.65;7.99;3.95
CPIN;01/10/2023;14487;357;18325;22646;13942;27029;16;0.35;1.65;-21.77;-0.72;2.46;5.86
ADRO;01/01/2008;3414;12;5929;11048;14436;2541;21;4.82;0.99;14.26;12.60;0.35;0.00
ADRO;01/04/2008;4432;152;6489;11621;15097;3014;21;4.25;0.98;18.07;8.82;3.43;25.25
ADRO;01/07/2008;4540;547;6991;24578;17414;14155;32;0.68;1.18;16.41;5.58;12.05;35.92
ADRO;01/10/2008;5707;201;7857;25863;19693;14028;32;0.80;1.17;3.87;5.67;3.52;46.56
ADRO;01/01/2009;6533;1145;9367;26989;20751;15605;32;0.76;1.28;35.92;8.73;17.53;8.23
ADRO;01/04/2009;6364;1103;8943;27553;20241;16254;32;0.72;1.24;36.20;8.52;17.33;13.36
ADRO;01/07/2009;7117;1266;10045;26668;19452;17261;32;0.62;1.36;40.32;9.02;17.79;26.39
ADRO;01/10/2009;6924;853;15837;26629;24953;17512;32;0.92;1.98;26.98;7.37;12.32;52.18
ADRO;01/01/2010;6279;861;15782;26068;23624;18227;32;0.83;2.15;27.12;5.96;13.71;15.32
ADRO;01/04/2010;5706;292;9896;29830;21766;17960;32;0.82;1.64;9.08;4.44;5.12;29.11
ADRO;01/07/2010;6090;543;10766;29782;22115;18432;32;0.80;1.95;22.37;5.36;8.92;39.53
ADRO;01/10/2010;6614;511;10200;30401;21970;18631;32;0.78;1.76;15.88;3.91;7.73;54.61
ADRO;01/01/2011;6595;949;11272;29402;22086;18588;32;0.75;1.83;29.52;5.52;14.39;12.57
ADRO;01/04/2011;8629;1356;12180;30685;23689;19176;32;0.74;1.60;42.45;7.76;15.71;25.00
ADRO;01/07/2011;10583;1014;12489;35649;27608;20530;32;0.87;1.68;31.56;9.00;9.58;44.93
ADRO;01/10/2011;10351;1689;11766;39550;29169;22146;32;0.87;1.67;52.50;8.48;16.32;55.62
ADRO;01/01/2012;8408;1118;12019;40681;29119;23581;32;0.81;1.72;34.85;5.35;13.30;11.20
ADRO;01/04/2012;9902;1348;13969;50582;35795;28755;32;1.05;1.81;42.22;5.50;13.61;21.67
ADRO;01/07/2012;8103;856;13169;52948;36025;30092;32;0.97;1.78;27.24;3.08;10.56;25.48
ADRO;01/10/2012;9583;385;13672;51042;35752;28962;32;0.96;1.57;12.18;1.88;4.02;35.74
ADRO;01/01/2013;7198;405;12994;51371;34818;29547;32;0.92;1.60;12.37;2.10;5.63;8.79
ADRO;01/04/2013;8484;747;12555;53528;35557;30527;32;0.89;1.63;23.38;2.72;8.80;16.13
ADRO;01/07/2013;12594;973;15128;62054;40719;36462;32;0.86;1.78;30.94;3.33;7.73;20.42
ADRO;01/10/2013;11796;672;16722;65417;43166;38973;32;0.82;1.77;21.49;2.35;5.70;24.46
ADRO;01/01/2014;9633;1498;18145;60484;40684;37944;32;0.79;2.05;45.68;3.87;15.55;5.53
ADRO;01/04/2014;10524;547;19108;63072;42762;39419;32;0.80;1.97;16.81;2.17;5.20;12.05
ADRO;01/07/2014;10464;702;27694;63846;50583;40958;32;1.00;2.80;21.68;1.90;6.71;18.14
ADRO;01/10/2014;10751;464;15820;63972;39258;40535;32;0.70;1.64;-14.88;0.50;4.32;25.76
ADRO;01/01/2015;9302;778;16553;66752;39907;43399;32;0.69;1.95;24.16;2.09;8.36;6.34
ADRO;01/04/2015;9346;809;15304;67422;38219;44506;32;0.83;1.91;25.50;1.94;8.66;13.67
ADRO;01/07/2015;12310;1061;18263;72834;41272;49825;32;0.79;2.10;32.83;2.21;8.62;22.83
ADRO;01/10/2015;6074;565;15071;67128;35944;46255;32;0.77;2.40;-16.74;-0.15;9.30;28.72
ADRO;01/01/2016;7786;807;15389;63597;33619;45368;32;0.73;2.69;24.77;2.09;10.36;6.24
ADRO;01/04/2016;7712;814;16693;62934;34281;45346;32;0.72;2.47;25.54;2.14;10.55;13.65
ADRO;01/07/2016;7617;1119;18482;61243;33869;45856;32;0.68;2.45;34.66;2.55;14.69;18.89
ADRO;01/10/2016;10802;1836;21400;66233;36766;50867;32;0.47;2.47;55.59;3.87;17.00;25.43
ADRO;01/01/2017;9678;1465;21969;64757;35902;50824;32;0.45;2.48;40.45;3.21;15.14;6.78
ADRO;01/04/2017;10957;1850;23582;63901;35587;51895;32;0.43;2.58;52.15;4.39;16.88;12.33
ADRO;01/07/2017;12271;2267;28220;64229;37643;54805;32;0.39;2.55;64.50;4.87;18.47;18.59
ADRO;01/10/2017;11238;1685;26814;65504;36885;55433;32;0.40;2.56;47.60;3.75;14.99;25.28
ADRO;01/01/2018;10509;1205;24560;68554;35858;57256;32;0.36;2.50;32.01;2.80;11.47;6.03
ADRO;01/04/2018;12686;2022;24323;73395;37713;60005;32;0.35;2.16;55.97;3.92;15.94;10.75
ADRO;01/07/2018;16620;2024;24975;81788;42494;64269;32;0.37;1.80;57.97;6.04;12.18;16.04
ADRO;01/10/2018;12603;1664;23174;79073;39940;62307;32;0.39;1.96;43.16;2.03;13.20;21.49
ADRO;01/01/2019;12057;1875;21001;79108;37160;62948;32;0.36;2.00;52.90;3.15;15.55;4.80
ADRO;01/04/2019;13046;2667;21837;79376;38379;62833;32;0.35;1.48;78.34;4.01;20.44;10.20
ADRO;01/07/2019;12516;1660;21959;80679;38444;64194;32;0.34;1.23;48.67;3.00;13.26;15.95
ADRO;01/10/2019;10438;155;29330;70995;44952;55373;32;0.53;1.71;-4.25;-0.43;1.48;20.07
ADRO;01/01/2020;12283;1729;29969;83356;48210;65115;32;0.52;1.80;50.24;2.32;14.08;5.32
ADRO;01/04/2020;7210;653;23315;71708;38547;56475;32;0.45;1.90;19.11;1.32;9.06;9.31
ADRO;01/07/2020;9665;581;25829;70705;38523;58011;32;0.44;1.52;-18.33;-0.02;6.01;14.51
ADRO;01/10/2020;6084;404;24075;64648;33782;54941;32;0.40;1.51;12.85;0.93;6.64;17.85
ADRO;01/01/2021;10083;1098;26696;67806;34754;59749;32;0.38;1.61;32.69;2.58;10.89;4.75
ADRO;01/04/2021;12642;1655;28920;69076;39154;58841;32;0.45;2.45;44.59;3.80;13.09;9.47
ADRO;01/07/2021;14067;3910;33305;68638;40020;61923;32;0.42;2.25;111.18;6.79;27.80;12.91
ADRO;01/10/2021;20216;8023;40523;67803;44670;63656;32;0.39;2.08;228.25;12.34;39.69;17.18
ADRO;01/01/2022;17583;6317;36941;72602;39054;70489;32;0.36;2.62;179.57;8.64;35.93;4.66
ADRO;01/04/2022;35120;13705;53580;77213;48844;81949;32;0.32;2.28;384.64;19.91;39.02;9.12
ADRO;01/07/2022;37367;13009;69276;83529;57016;95789;32;0.29;2.45;342.21;17.13;34.81;13.35
ADRO;01/10/2022;36264;11112;82939;85179;66343;101774;32;0.26;2.17;308.87;15.06;30.64;17.88
ADRO;01/01/2023;27536;7874;64272;82891;41574;105588;32;0.24;4.27;214.47;7.14;28.60;5.26
ADRO;01/04/2023;24653;7065;60849;85185;40752;105281;32;0.24;3.82;195.32;6.35;28.66;9.53
ADRO;01/07/2023;24953;6399;70261;90718;46211;114768;32;0.24;3.82;180.38;5.42;25.64;12.64
ADRO;01/10/2023;23482;7299;66419;95269;47304;114384;32;0.21;2.01;202.12;6.05;31.08;18.63
GGRM;01/01/2008;6906;336;16869;6948;9347;14470;2;0.37;2.00;174.91;8.00;4.87;0.00
GGRM;01/04/2008;8151;555;17956;6948;10359;14545;2;0.33;1.90;288.87;5.92;6.81;0.92
GGRM;01/07/2008;8522;613;18325;7022;10197;15149;2;0.40;1.98;318.16;6.41;7.19;1.40
GGRM;01/10/2008;6673;377;17009;7064;8554;15519;2;0.28;2.22;195.40;3.86;5.65;1.82
GGRM;01/01/2009;7651;780;17112;7152;7963;16300;2;0.25;2.43;405.64;7.09;10.19;0.45
GGRM;01/04/2009;7414;652;17783;7282;8722;16343;2;0.17;2.28;345.85;6.66;8.79;0.86
GGRM;01/07/2009;8469;1043;18766;7667;9038;17394;2;0.23;2.32;546.63;8.82;12.32;1.21
GGRM;01/10/2009;9439;980;19585;7646;8848;18383;2;0.17;2.46;513.60;6.89;10.38;1.57
GGRM;01/01/2010;8594;928;18308;7772;6751;19329;2;0.12;3.13;490.06;6.70;10.80;0.41
GGRM;01/04/2010;9407;852;19549;7751;8372;18928;2;0.08;2.61;456.96;5.99;9.06;0.86
GGRM;01/07/2010;9533;1229;21043;7683;8553;20173;2;0.23;2.74;647.03;8.43;12.89;1.20
GGRM;01/10/2010;10158;1137;22908;7833;9421;21320;2;0.13;2.70;596.49;7.44;11.19;1.49
GGRM;01/01/2011;9479;1113;20540;7930;6037;22433;2;0.08;4.04;571.83;6.77;11.74;0.38
GGRM;01/04/2011;10366;1213;22466;8272;8786;21952;2;0.05;2.87;620.37;6.99;11.70;0.82
GGRM;01/07/2011;10722;1511;26269;8339;11178;23429;2;0.27;2.56;775.90;8.73;14.09;1.10
GGRM;01/10/2011;11317;1122;30382;8707;14538;24551;2;0.25;2.24;575.47;6.63;9.91;1.24
GGRM;01/01/2012;11476;1225;28442;9107;11787;25761;2;0.24;2.65;628.46;6.69;10.67;0.34
GGRM;01/04/2012;12083;904;28839;9861;14035;24665;2;0.21;2.22;463.42;4.97;7.48;0.75
GGRM;01/07/2012;12040;914;30208;10520;15148;25580;2;0.37;2.15;470.45;5.15;7.59;1.12
GGRM;01/10/2012;13430;1026;29954;11555;14904;26606;2;0.31;2.17;523.73;6.03;7.64;1.49
GGRM;01/01/2013;12639;1063;28718;13021;14071;27669;2;0.23;2.23;544.25;5.49;8.41;0.39
GGRM;01/04/2013;13999;1169;31195;14256;18187;27264;2;0.33;1.82;600.29;5.94;8.35;0.80
GGRM;01/07/2013;13379;1046;32657;15111;19458;28310;2;0.48;1.79;537.32;5.56;7.82;1.14
GGRM;01/10/2013;15420;1107;34604;16166;21354;29416;2;0.44;1.72;567.90;6.14;7.18;1.52
GGRM;01/01/2014;15670;1435;35257;17213;21619;30851;2;0.40;1.73;736.58;6.90;9.16;0.41
GGRM;01/04/2014;16997;1300;35932;17908;23271;30568;2;0.40;1.63;673.38;6.06;7.65;0.86
GGRM;01/07/2014;15522;1333;37992;18588;24679;31901;2;0.49;1.63;691.21;6.43;8.59;1.19
GGRM;01/10/2014;16996;1328;38577;19643;24992;33229;2;0.55;1.62;689.01;6.98;7.81;1.52
GGRM;01/01/2015;15984;1287;39610;20090;25218;34482;2;0.44;1.65;666.27;5.98;8.05;0.36
GGRM;01/04/2015;17242;1123;38838;20505;25286;34058;2;0.44;1.61;582.28;5.19;6.51;0.75
GGRM;01/07/2015;17786;1705;38535;20807;23579;35763;2;0.39;1.73;885.94;7.12;9.59;1.19
GGRM;01/10/2015;19354;2339;42568;20937;25498;38008;2;0.54;1.77;1210.29;9.08;12.09;1.56
GGRM;01/01/2016;17993;1703;42169;21092;23558;39702;2;0.32;1.91;880.09;6.56;9.46;0.36
GGRM;01/04/2016;18970;1169;42447;21083;27671;35859;2;0.33;1.62;611.12;4.62;6.16;0.76
GGRM;01/07/2016;19249;1726;41752;21065;25233;37584;2;0.35;1.77;900.26;6.89;8.97;1.17
GGRM;01/10/2016;20062;2075;41933;21018;23387;39564;2;0.50;1.94;1078.79;7.51;10.34;1.59
GGRM;01/01/2017;19970;1890;38726;20765;18094;41397;2;0.18;2.38;982.11;6.56;9.46;0.44
GGRM;01/04/2017;20275;1235;40643;21722;24755;37610;2;0.24;1.78;641.81;4.38;6.09;0.93
GGRM;01/07/2017;21278;2294;40693;22105;22894;39903;2;0.30;1.94;1191.93;8.07;10.78;1.39
GGRM;01/10/2017;21783;2336;43764;22995;24572;42188;2;0.49;1.94;1213.93;7.87;10.72;1.79
GGRM;01/01/2018;21981;1893;40478;22826;19224;44080;2;0.14;2.36;983.36;6.03;8.61;0.48
GGRM;01/04/2018;23324;1663;42706;23271;25237;40740;2;0.20;1.84;864.12;5.14;7.13;1.02
GGRM;01/07/2018;24584;2206;43404;23347;23824;42928;2;0.22;2.00;1146.77;7.23;8.97;1.53
GGRM;01/10/2018;25818;2031;45285;23813;23964;45133;2;0.38;2.06;1055.38;6.38;7.87;2.04
GGRM;01/01/2019;26197;2355;41585;24075;18172;47489;2;0.10;2.59;1224.13;6.91;8.99;0.57
GGRM;01/04/2019;26548;1926;42406;24294;22288;44412;2;0.09;2.10;1000.82;5.50;7.25;1.18
GGRM;01/07/2019;28976;2962;46955;25016;24596;47374;2;0.19;2.09;1539.57;8.53;10.22;1.72
GGRM;01/10/2019;28803;3637;52081;26566;27717;50931;2;0.34;2.06;1890.47;9.74;12.63;2.12
GGRM;01/01/2020;27261;2447;49235;27594;23451;53377;2;0.09;2.35;1271.57;6.07;8.98;0.52
GGRM;01/04/2020;26394;1374;51282;27877;24407;54752;2;0.16;2.36;714.21;3.35;5.21;1.09
GGRM;01/07/2020;29720;1826;49175;27754;20351;56578;2;0.02;2.78;949.24;4.15;6.14;1.78
GGRM;01/10/2020;31102;2001;49538;28653;19669;58522;2;0.11;2.91;1039.71;4.07;6.43;2.44
GGRM;01/01/2021;29747;1747;50586;29238;19555;60269;2;0.00;3.00;907.72;3.60;5.87;0.65
GGRM;01/04/2021;30840;564;49827;29610;18604;60833;2;0.00;3.13;293.14;1.17;1.83;1.36
GGRM;01/07/2021;31484;1824;53241;30010;25531;57720;2;0.01;2.29;947.98;3.77;5.79;1.91
GGRM;01/10/2021;32810;1471;59313;30652;30676;59288;2;0.17;2.09;764.38;3.36;4.48;2.37
GGRM;01/01/2022;29291;1077;57033;31509;28177;60365;2;0.13;2.21;559.69;2.35;3.68;0.55
GGRM;01/04/2022;32382;121;51759;31874;27718;55915;2;0.14;2.04;-62.76;-0.14;0.37;1.24
GGRM;01/07/2022;32247;541;51229;32473;27245;56457;2;0.04;2.05;281.40;1.27;1.68;1.99
GGRM;01/10/2022;30763;1282;55445;33117;30707;57856;2;0.18;1.90;666.37;3.04;4.17;2.51
GGRM;01/01/2023;29731;1963;52753;33505;26438;59819;2;0.14;2.11;1020.47;4.40;6.60;0.55
GGRM;01/04/2023;26120;1325;50691;34167;26022;58835;2;0.20;2.10;688.50;3.07;5.07;1.11
GGRM;01/07/2023;25897;1169;51634;35039;26669;60004;2;0.12;2.04;607.54;2.71;4.51;1.65
GGRM;01/10/2023;37204;867;54115;38336;31588;60863;2;0.22;1.83;450.78;2.02;2.33;2.31
KLBF;01/01/2008;1743;172;4060;1393;1393;4060;10;0.09;3.95;19.46;12.07;9.87;0.00
KLBF;01/04/2008;2003;173;4256;1424;1542;4138;10;0.09;3.60;20.28;6.40;8.64;1.29
KLBF;01/07/2008;1971;159;4319;1449;1605;4163;10;0.11;2.87;18.55;6.04;8.07;1.77
KLBF;01/10/2008;2160;203;4168;1536;1359;4345;10;0.11;3.33;22.99;7.46;9.40;2.42
KLBF;01/01/2009;1989;213;4593;1526;1625;4493;10;0.11;3.03;24.38;6.81;10.71;0.66
KLBF;01/04/2009;2228;186;5154;1518;2000;4671;10;0.16;2.73;21.82;8.31;8.35;1.36
KLBF;01/07/2009;2277;217;4523;1742;1810;4455;10;0.08;2.67;23.39;7.58;9.53;2.11
KLBF;01/10/2009;2593;313;4702;1781;1692;4791;10;0.08;2.99;33.77;10.82;12.07;2.99
KLBF;01/01/2010;2188;256;4846;1777;1554;5069;10;0.04;3.37;27.26;7.66;11.70;0.67
KLBF;01/04/2010;2518;316;5028;1848;1734;5142;10;0.03;3.11;32.00;8.64;12.55;1.35
KLBF;01/07/2010;2566;330;4816;1863;1320;5358;10;0.03;3.96;33.48;8.39;12.86;2.11
KLBF;01/10/2010;2954;384;5037;1995;1261;5772;10;0.00;4.39;39.57;8.86;13.00;3.22
KLBF;01/01/2011;2353;326;5472;2045;1362;6155;10;0.03;4.38;31.11;6.86;13.85;0.74
KLBF;01/04/2011;2596;367;5805;2090;2050;5845;10;0.03;3.00;35.38;7.55;14.14;1.55
KLBF;01/07/2011;2743;400;5390;2124;1441;6073;10;0.02;4.07;38.38;8.66;14.58;2.41
KLBF;01/10/2011;3220;430;5956;2318;1759;6516;10;0.02;3.65;41.08;8.78;13.35;3.30
KLBF;01/01/2012;3005;412;6306;2390;1753;6943;10;0.02;3.89;39.71;7.51;13.71;0.86
KLBF;01/04/2012;3239;414;6618;2523;2710;6431;10;0.01;2.57;39.78;7.55;12.78;1.53
KLBF;01/07/2012;3450;444;5914;2831;1875;6870;10;0.02;3.40;42.86;7.95;12.87;2.24
KLBF;01/10/2012;3942;505;6442;2976;2046;7372;51;0.03;3.41;9.68;8.91;12.81;3.32
KLBF;01/01/2013;3490;454;6729;3116;2000;7846;51;0.03;3.65;8.74;7.41;13.01;0.83
KLBF;01/04/2013;3931;494;7484;3385;3422;7447;51;0.06;2.29;9.41;8.17;12.57;1.58
KLBF;01/07/2013;4019;453;6935;3517;2531;7921;51;0.05;2.93;8.75;7.89;11.27;2.21
KLBF;01/10/2013;4562;570;7497;3818;2815;8500;47;0.07;2.84;11.81;8.56;12.49;2.88
KLBF;01/01/2014;4067;506;7705;3917;2630;8993;47;0.07;3.13;10.52;7.22;12.44;0.70
KLBF;01/04/2014;4313;513;8289;4035;3601;8723;47;0.07;2.41;10.66;7.59;11.89;1.42
KLBF;01/07/2014;4379;507;7874;4144;2796;9222;47;0.06;3.02;10.54;7.31;11.58;2.13
KLBF;01/10/2014;4610;595;8121;4304;2608;9817;47;0.03;3.40;12.33;7.86;12.91;2.90
KLBF;01/01/2015;4247;537;8574;4445;2649;10371;47;0.02;3.57;11.28;6.62;12.64;0.69
KLBF;01/04/2015;4473;547;8109;4615;2712;10012;47;0.05;3.33;11.40;6.63;12.23;1.40
KLBF;01/07/2015;4408;450;8511;4749;2771;10489;47;0.04;3.45;9.30;5.69;10.21;2.17
KLBF;01/10/2015;4760;523;8748;4948;2758;10938;47;0.04;3.70;10.77;6.06;10.99;3.09
KLBF;01/01/2016;4550;576;9316;5118;2914;11520;47;0.04;3.71;12.02;6.26;12.66;0.77
KLBF;01/04/2016;5006;597;8862;5367;2995;11234;47;0.03;3.43;12.44;6.68;11.93;1.54
KLBF;01/07/2016;4820;564;9224;5465;2875;11813;47;0.03;3.75;11.87;6.32;11.70;2.30
KLBF;01/10/2016;4998;614;9573;5653;2762;12464;47;0.02;4.13;12.74;6.26;12.28;3.05
KLBF;01/01/2017;4898;596;10197;5719;2837;13079;47;0.03;4.26;12.55;5.84;12.17;0.75
KLBF;01/04/2017;5168;642;10612;5825;3762;12676;47;0.03;3.21;13.40;6.14;12.42;1.56
KLBF;01/07/2017;5024;574;10093;6132;2961;13263;47;0.04;4.05;12.01;5.69;11.43;2.31
KLBF;01/10/2017;5092;641;10044;6572;2722;13894;47;0.02;4.51;13.32;6.11;12.59;3.00
KLBF;01/01/2018;5015;598;10655;6652;2799;14508;47;0.02;4.63;12.57;5.34;11.92;0.70
KLBF;01/04/2018;5366;636;10910;6983;3921;13972;47;0.03;3.23;13.36;5.63;11.85;1.50
KLBF;01/07/2018;5298;600;10323;7208;2953;14578;47;0.02;4.25;12.56;5.32;11.33;2.39
